Title,Note,URL,Tags,Comment
Gunter Hill Campground,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Gunter+Hill+Campground/data=!4m2!3m1!1s0x888e88fbc70683cf:0x3c164595dad06d6d,,
DeSoto State Park,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/DeSoto+State+Park/data=!4m2!3m1!1s0x8861d4bec77050b7:0x3c382809f0a711ae,,
Cheaha State Park,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Cheaha+State+Park/data=!4m2!3m1!1s0x888bbb9b76bf6443:0xb9f27e35b32429db,,
Monte Sano State Park Campground,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Monte+Sano+State+Park+Campground/data=!4m2!3m1!1s0x88621417caed4eb9:0x9f05f3cd8601ff69,,
Gulf State Park Campground,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Gulf+State+Park+Campground/data=!4m2!3m1!1s0x889a055f85d9a671:0xb41498c45c6d8dc3,,
Leonard Harrison campground,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Leonard+Harrison+campground/data=!4m2!3m1!1s0x89ce3b7868ed9551:0x552504f90839c13,,
Woodford State Park,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Woodford+State+Park/data=!4m2!3m1!1s0x89e0eb77fcf388c7:0x399c6c345c8b45d2,,
George Washington State Campground and Management Area,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/George+Washington+State+Campground+and+Management+Area/data=!4m2!3m1!1s0x89e43b4b668e39f7:0xf5f7592bec5af869,,
Burlingame State Campgrounds,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Burlingame+State+Campgrounds/data=!4m2!3m1!1s0x89e5e9b995717d1d:0xa84306cce852d262,,
Ellacoya State Park,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Ellacoya+State+Park/data=!4m2!3m1!1s0x4cb330536d1c3167:0x4aea25e66b35a94d,,
Beartown State Forest,Limited number of RV spots.  $40 non-resident.  Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Beartown+State+Forest/data=!4m2!3m1!1s0x89e7680a38f2726d:0xbd37a55ea74d69ca,,
Schoodic Woods Campground,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Schoodic+Woods+Campground/data=!4m2!3m1!1s0x4caec7e89a609825:0xf08e99b417cf8ea7,,
Camden Hills State Park,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Camden+Hills+State+Park/data=!4m2!3m1!1s0x4cae78201821278b:0x808953a1978abfdb,,
Black Rock State Park,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Black+Rock+State+Park/data=!4m2!3m1!1s0x89e795830abe46fb:0xccb9b39c1f3d82f,,
Hammonasset Beach State Park,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Hammonasset+Beach+State+Park/data=!4m2!3m1!1s0x89e628dd82f9fe9d:0xb0bd6207ec70d7c4,,
Watkins Glen State Park Six Nations Camping Area,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Watkins+Glen+State+Park+Six+Nations+Camping+Area/data=!4m2!3m1!1s0x89d05ee4819e7eb5:0x24eace085a9893da,,
Letchworth State Park Campground,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Letchworth+State+Park+Campground/data=!4m2!3m1!1s0x89d3d804ef36b855:0xa54916f2d1b048ac,,
Killens Pond State Park Campground,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Killens+Pond+State+Park+Campground/data=!4m2!3m1!1s0x89b884b640046ed3:0xcdb0974ee8a707c5,,
Tygart Lake State Park,,https://www.google.com/maps/place/Tygart+Lake+State+Park/data=!4m2!3m1!1s0x884a8ba2630f46b9:0x3180803069d49388,,
North Creek Campground,,https://www.google.com/maps/place/North+Creek+Campground/data=!4m2!3m1!1s0x884cd840856bba89:0xab0982e8ca6956b5,,
Cave Mountain Lake Campground,,https://www.google.com/maps/place/Cave+Mountain+Lake+Campground/data=!4m2!3m1!1s0x884cd772851917c1:0x90f147251f443793,,
Sherando Lake Recreation Area,,https://www.google.com/maps/place/Sherando+Lake+Recreation+Area/data=!4m2!3m1!1s0x89b369d1ab36163d:0x21ae3ea0d330f078,,
Campground at James Island County Park,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Campground+at+James+Island+County+Park/data=!4m2!3m1!1s0x88fe79171ecb8db3:0xba6ea6c1743e031e,,
Paris Mountain State Park Campground,Recommended in _Where_Should_We_Camp_Next?_ by Stephanie Puglisi,https://www.google.com/maps/place/Paris+Mountain+State+Park+Campground/data=!4m2!3m1!1s0x88582df3d1f06281:0x7c2afdaf01baba2a,,
"39°04'19.8""N 79°28'25.2""W","Camped here on April 5, 2025","https://www.google.com/maps/search/39.072173,-79.473667",,
"39°04'04.8""N 79°29'07.4""W",,"https://www.google.com/maps/search/39.067996,-79.485383",,
"39°04'21.8""N 79°28'23.4""W",,"https://www.google.com/maps/search/39.072731,-79.473152",,
"39°05'25.8""N 79°27'04.1""W","Stopped here briefly on the morning of April 6, 2025","https://www.google.com/maps/search/39.090509,-79.451148",,
"39°05'14.9""N 79°27'19.1""W",https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd576615.pdf,"https://www.google.com/maps/search/39.087471,-79.455315",,
"39°04'54.6""N 79°27'45.0""W",,"https://www.google.com/maps/search/39.081838,-79.462487",,
"39°03'34.3""N 79°31'15.6""W","Canaan Loop Road possible dispersed campsite
https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd576615.pdf","https://www.google.com/maps/search/39.059517,-79.52101",,
"39°03'51.5""N 79°30'21.3""W","Canaan Loop Road possible dispersed campsite
https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd576615.pdf","https://www.google.com/maps/search/39.064308,-79.505927",,
"39°04'09.4""N 79°28'36.1""W","Canaan Loop Road dispersed campsite #6
https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd576615.pdf","https://www.google.com/maps/search/39.0692813,-79.4766993",,
Bluestone State Park,,https://www.google.com/maps/place/Bluestone+State+Park/data=!4m2!3m1!1s0x884e7d9ca42114b1:0x8f39d1c4b3fd2188,,
Dick Cross Wildlife Management Area,https://tmbtent.com/virginia-free-dispersed-camping/,https://www.google.com/maps/place/Dick+Cross+Wildlife+Management+Area/data=!4m2!3m1!1s0x89ad8cb5820c7061:0xa1233151ebdeafa6,,
Rapidan WMA,"Rapidan WMA permit required
https://tmbtent.com/virginia-free-dispersed-camping/",https://www.google.com/maps/place/Rapidan+WMA/data=!4m2!3m1!1s0x89b4420d5aa1246b:0x73b196429c7c211e,,
White Oak Mountain Wildlife Management Area,https://tmbtent.com/virginia-free-dispersed-camping/,https://www.google.com/maps/place/White+Oak+Mountain+Wildlife+Management+Area/data=!4m2!3m1!1s0x89ad5597e50139db:0x40ce3d0a8505e35a,,
Amelia Wildlife Management Area,https://tmbtent.com/virginia-free-dispersed-camping/,https://www.google.com/maps/place/Amelia+Wildlife+Management+Area/data=!4m2!3m1!1s0x89b17d931bdfe15d:0x7678b415873a77d2,,
Walnut Flats Campground,https://tmbtent.com/virginia-free-dispersed-camping/,https://www.google.com/maps/place/Walnut+Flats+Campground/data=!4m2!3m1!1s0x884e095995c509e5:0x705bf37a6e8d32bd,,
"38°09'13.9""N 79°35'48.5""W","Scotchtown Draft dispersed camping area.  Sites on the north side of the road have great views, and the site closest to the river has water access.
https://tmbtent.com/virginia-free-dispersed-camping/","https://www.google.com/maps/search/38.1538558,-79.5968025",,
Oronoco Campground,https://tmbtent.com/virginia-free-dispersed-camping/,https://www.google.com/maps/place/Oronoco+Campground/data=!4m2!3m1!1s0x89b336c97512a031:0xe013e338cb39cc0,,
Chickahominy Riverfront Park,https://campingprepper.com/best-virginia-rv-campgrounds/,https://www.google.com/maps/place/Chickahominy+Riverfront+Park/data=!4m2!3m1!1s0x89b0f50adfe43bf7:0xc696671c417c6aa8,,
Black Mountain Campground/Briar Bottom Group Campground,"https://www.recreation.gov/camping/campgrounds/273780
https://campingprepper.com/asheville-nc-campgrounds/",https://www.google.com/maps/place/Black+Mountain+Campground%2FBriar+Bottom+Group+Campground/data=!4m2!3m1!1s0x885a07535ae5099d:0x585e98b563871f2e,,
Mount Pisgah Campground,"https://www.recreation.gov/camping/campgrounds/234182
https://campingprepper.com/asheville-nc-campgrounds/",https://www.google.com/maps/place/Mount+Pisgah+Campground/data=!4m2!3m1!1s0x885999b803011f0d:0x3e8ecb74ad84104f,,
Lake Powhatan Recreation Area & Campground,https://campingprepper.com/asheville-nc-campgrounds/,https://www.google.com/maps/place/Lake+Powhatan+Recreation+Area+%26+Campground/data=!4m2!3m1!1s0x88599269b0746f6f:0x513ee702383ec69b,,
Wilson's Riverfront RV Park,"$40 primitive riverside RV sites.
https://campingprepper.com/asheville-nc-campgrounds/",https://www.google.com/maps/place/Wilson's+Riverfront+RV+Park/data=!4m2!3m1!1s0x88598ce66959d6b3:0xe458309e9539cb29,,
"39°04'28.2""N 79°34'26.0""W","Canaan Valley Loop Road dispersed campsite #7
https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd576615.pdf","https://www.google.com/maps/search/39.074495,-79.573899",,
Hog Island Wildlife Management Area - Carlisle Tract,,https://www.google.com/maps/place/Hog+Island+Wildlife+Management+Area+-+Carlisle+Tract/data=!4m2!3m1!1s0x89b0630038426443:0xfab3b46cc8b0c62b,,
Chickahominy Wildlife Management Area,,https://www.google.com/maps/place/Chickahominy+Wildlife+Management+Area/data=!4m2!3m1!1s0x89b0f422a90f094b:0x6752fa48bff2871,,
Hardware River Wildlife Management Area,,https://www.google.com/maps/place/Hardware+River+Wildlife+Management+Area/data=!4m2!3m1!1s0x89b3970064478b1f:0xa1b9e3ec6f8a811c,,
Featherfin Wildlife Management Area,,https://www.google.com/maps/place/Featherfin+Wildlife+Management+Area/data=!4m2!3m1!1s0x89b2546438f41a5f:0xa5d5757a236cf2d8,,
Twin Lakes State Park,,https://www.google.com/maps/place/Twin+Lakes+State+Park/data=!4m2!3m1!1s0x89b238f30f1761b5:0x504626fff0f686a6,,
Bear Creek Lake State Park,,https://www.google.com/maps/place/Bear+Creek+Lake+State+Park/data=!4m2!3m1!1s0x89b3c84809fa19e7:0xc736f0dfac6a3748,,
Holliday Lake State Park,,https://www.google.com/maps/place/Holliday+Lake+State+Park/data=!4m2!3m1!1s0x89b255722e526e47:0x37d25f5ca6ea91f,,
Briery Creek Wildlife Management Area,,https://www.google.com/maps/place/Briery+Creek+Wildlife+Management+Area/data=!4m2!3m1!1s0x89b245007187122f:0x17ee40c125a899c4,,
Bath County Recreational Campground,,https://www.google.com/maps/place/Bath+County+Recreational+Campground/data=!4m2!3m1!1s0x884c9e74305a1ccb:0x2e8d5eda9408ac12,,
"36°07'30.7""N 81°14'34.1""W","Bandits Roost Campground
https://www.recreation.gov/camping/campgrounds/233421","https://www.google.com/maps/search/36.125196,-81.242801",,
Fairy Stone State Park,,https://www.google.com/maps/place/Fairy+Stone+State+Park/data=!4m2!3m1!1s0x8852875022dee935:0xfd50903e7f85302c,,
Falls Lake State Recreation Area,,https://www.google.com/maps/place/Falls+Lake+State+Recreation+Area/data=!4m2!3m1!1s0x89acff14942b4b1b:0x17e70d9fd4805f7d,,
Chestnut Ridge Regional Park,campingprepper.com/best-west-virginia-rv-campgrounds,https://www.google.com/maps/place/Chestnut+Ridge+Regional+Park/data=!4m2!3m1!1s0x883567cc3014454d:0x6948b166f2afc4e6,,
Pipestem Campground,campingprepper.com/best-west-virginia-rv-campgrounds,https://www.google.com/maps/place/Pipestem+Campground/data=!4m2!3m1!1s0x884e7b3233f7ae01:0xd9db311b51d8a849,,
Lake Sherwood Recreation Area,campingprepper.com/best-west-virginia-rv-campgrounds,https://www.google.com/maps/place/Lake+Sherwood+Recreation+Area/data=!4m2!3m1!1s0x884c89327ea4a57f:0xf902a31361e9df5c,,
Holly River State Park,campingprepper.com/best-west-virginia-rv-campgrounds,https://www.google.com/maps/place/Holly+River+State+Park/data=!4m2!3m1!1s0x884bbc2301609257:0x6af65c6260de8aee,,
Summersville Lake Retreat & Lighthouse,Voted best campground in WV.  campingprepper.com/best-west-virginia-rv-campgrounds.  Primitive campsites seem to be available at a reasonable price for small RVs.,https://www.google.com/maps/place/Summersville+Lake+Retreat+%26+Lighthouse/data=!4m2!3m1!1s0x884ea96e3acdfc2f:0xfac10ab58326856b,,
Bulltown Campground,campingprepper.com/best-west-virginia-rv-campgrounds,https://www.google.com/maps/place/Bulltown+Campground/data=!4m2!3m1!1s0x884bce1733a6c60d:0x1f2c910489fe243a,,
Baker's Run Campground,campingprepper.com/best-west-virginia-rv-campgrounds,https://www.google.com/maps/place/Baker's+Run+Campground/data=!4m2!3m1!1s0x884bc36a03924417:0xc80de2e3e80630f6,,
Big Bend Campground,campingprepper.com/best-west-virginia-rv-campgrounds,https://www.google.com/maps/place/Big+Bend+Campground/data=!4m2!3m1!1s0x89b528dea825b887:0x56aed7a7e5fba6a,,
Spruill Farm Landing,Spruill Conservation Farm in Hipcamp.  Beautiful soundfront views.,https://www.google.com/maps/place/Spruill+Farm+Landing/data=!4m2!3m1!1s0x89af84744fec3a93:0xe822ec2814360c48,,
1560 Fire Trail Rd,"County Line Parking Area, Thompson WMA, permit required",https://www.google.com/maps/place/1560+Fire+Trail+Rd/data=!4m2!3m1!1s0x89b5de8e183c827f:0x2b485e950a1c0f02,,
1690 Fire Trail Rd,"Appalachian Trail Parking Area, Thompson WMA, permit required",https://www.google.com/maps/place/1690+Fire+Trail+Rd/data=!4m2!3m1!1s0x89b5de8b8283e029:0xd4755becf1392490,,
1868 Fire Trail Rd,"Orchard Parking Area, Thompson WMA, permit required",https://www.google.com/maps/place/1868+Fire+Trail+Rd/data=!4m2!3m1!1s0x89b5de5fb2021e39:0xb692229a789e2383,,
300 Fire Trail Rd,"Ridge Parking Area, Thompson WMA, permit required",https://www.google.com/maps/place/300+Fire+Trail+Rd/data=!4m2!3m1!1s0x89b5dea0959dac1d:0x6ca7b4d6d171b90f,,
630 Fire Trail Rd,"Rock Spring Parking Area, Thompson WMA, permit required",https://www.google.com/maps/place/630+Fire+Trail+Rd/data=!4m2!3m1!1s0x89b5de9f8ecb7a59:0x3a72f3b0b0a39bd7,,
Cherry Springs State Park Rustic Campground,"Cherry Springs State Park is nearly as remote and wild today as it was two centuries ago. Its dark skies make it a haven for astronomers. Due to its exceptionally dark skies, Cherry Springs State Park is one of the best places on the eastern seaboard for stargazing and the science of astronomy",https://www.google.com/maps/place/Cherry+Springs+State+Park+Rustic+Campground/data=!4m2!3m1!1s0x89ce0d0059062203:0x16b421a0efc84b28,,
Watchman Campground,"Nestled at the base of the iconic Watchman Peak, this campground offers dramatic views of red sandstone cliffs and the Virgin River. The towering formations create a breathtaking backdrop, especially at sunrise or sunset.",https://www.google.com/maps/place/Watchman+Campground/data=!4m2!3m1!1s0x80cac2bcffea4dff:0xf4c5fbaa6857716d,,
North Rim Campground,"Perched on the quieter, less-visited North Rim, this campground provides jaw-dropping vistas of the Grand Canyon’s vast expanse. The elevation and remoteness enhance the sweeping views of the canyon’s layered cliffs.",https://www.google.com/maps/place/North+Rim+Campground/data=!4m2!3m1!1s0x873370ffffffffff:0x75e62fe891d2600,,
Silver Bell,"Located near Aspen, this campground frames the iconic Maroon Bells—twin peaks rising above Maroon Lake. The rugged Elk Mountains and golden aspens in fall make it a postcard-worthy spot.",https://www.google.com/maps/place/Silver+Bell/data=!4m2!3m1!1s0x87403f4c1ccf2c9f:0xd116af3591db4b49,,
Kirk Creek Campground,"Perched above the Pacific Ocean along the rugged Big Sur coast, this spot offers panoramic views of waves crashing against cliffs. The sunrise over the water is a highlight, with trails leading to redwoods and waterfalls nearby.",https://www.google.com/maps/place/Kirk+Creek+Campground/data=!4m2!3m1!1s0x80929badc6463c97:0x754a4f7385e3e64c,,
Many Glacier Campground,"Surrounded by jagged peaks and Swiftcurrent Lake, this campground boasts stunning views of Glacier’s iconic mountains. The reflective waters and frequent wildlife sightings add to the spectacle.",https://www.google.com/maps/place/Many+Glacier+Campground/data=!4m2!3m1!1s0x5368b20f34aa70f7:0x11dc62128df3527c,,
Tuolumne Meadows Campground,"High in the Sierra Nevada, this campground features sweeping views of granite domes, meadows, and waterfalls. The open landscape showcases Yosemite’s alpine splendor, especially with wildflowers in summer.",https://www.google.com/maps/place/Tuolumne+Meadows+Campground/data=!4m2!3m1!1s0x809659c6a41efb9d:0x44cb0c2f5b7d30f5,,
Kalaloch Campground,"Overlooking the Pacific Ocean, this campground provides dramatic coastal views from bluff-top sites. Driftwood-strewn beaches and the sound of crashing waves make it a striking spot year-round.",https://www.google.com/maps/place/Kalaloch+Campground/data=!4m2!3m1!1s0x548de1be6aa48cbb:0x57cee0f79d5bf2dd,,
Bartlett Cove Campground,"Tucked along the shores of Glacier Bay, this remote site offers views of icy waters, dense forests, and distant snow-capped peaks. Kayaking reveals even more of the area’s wild beauty.",https://www.google.com/maps/place/Bartlett+Cove+Campground/data=!4m2!3m1!1s0x5401964a09369943:0xefa93fe50ef9e15a,,
Kayenta Campground,"Just outside Arches and Canyonlands, this campground overlooks the Colorado River’s dramatic 2,000-foot cliffs. The sunrise casts a fiery glow over the desert landscape, rivaling the Grand Canyon in grandeur.",https://www.google.com/maps/place/Kayenta+Campground/data=!4m2!3m1!1s0x87480e34a639c017:0x970c2beff3b4ff3b,,
Juniper Springs Campground,"Amid Florida’s subtropical wilderness, this campground offers views of crystal-clear springs and ancient cypress trees. The lush greenery and water reflections create a tranquil, unique vista.",https://www.google.com/maps/place/Juniper+Springs+Campground/data=!4m2!3m1!1s0x88e64d9dd57d5de5:0x13fcce10b610eda5,,
Houchin Ferry Campground,"Along the Green River, this site provides scenic river views framed by limestone bluffs and hardwood forests. The rolling hills hint at the vast cave system below.",https://www.google.com/maps/place/Houchin+Ferry+Campground/data=!4m2!3m1!1s0x886600673dd1a211:0x4843ca42fa43aa48,,
Savanna Portage State Park Campground,"East of the Mississippi in northern Minnesota, this campground overlooks shimmering lakes surrounded by dense woods. The peaceful water views and vibrant autumn colors stand out.",https://www.google.com/maps/place/Savanna+Portage+State+Park+Campground/data=!4m2!3m1!1s0x52b053a407887fb3:0x5308944e453fe409,,
Davidson River Campground,"Near the Blue Ridge Parkway, this campground features views of rugged Appalachian peaks and cascading waterfalls like Looking Glass Falls. The dense forest adds depth to the landscape.",https://www.google.com/maps/place/Davidson+River+Campground/data=!4m2!3m1!1s0x8859a8d30139ee8b:0xfd2ff3a85dcfe141,,
Cranberry Lake Campground,"Set in the heart of the Adirondacks, this spot offers serene lake views framed by forested peaks. The reflection of mountains in the water creates a pristine wilderness scene.",https://www.google.com/maps/place/Cranberry+Lake+Campground/data=!4m2!3m1!1s0x4ccb5bee63a099d7:0xfe6058595a261802,,
Elkmont Campground,"Surrounded by misty ridges and lush forests, this site delivers breathtaking views of the Smokies’ rolling peaks. The elevation and vibrant fall foliage amplify the scenery.",https://www.google.com/maps/place/Elkmont+Campground/data=!4m2!3m1!1s0x885955338bbde441:0xf4dcb7cb955f35a4,,
Orchard Beach State Park,,https://www.google.com/maps/place/Orchard+Beach+State+Park/data=!4m2!3m1!1s0x881c2bc13e622795:0xa16d8f3bf7b752fb,,
Apgar Campground,,https://www.google.com/maps/place/Apgar+Campground/data=!4m2!3m1!1s0x5366175fe86ace83:0xbe0d3e5b3a1d4ee5,,
Hither Hills State Park Campground,,https://www.google.com/maps/place/Hither+Hills+State+Park+Campground/data=!4m2!3m1!1s0x89e8ad3b892918cf:0x253554a888081486,,
Cape Lookout State Park Campground,,https://www.google.com/maps/place/Cape+Lookout+State+Park+Campground/data=!4m2!3m1!1s0x54eb278c62885ee1:0xda4f753f26824f7a,,
Devil's Lake State Park,,https://www.google.com/maps/place/Devil's+Lake+State+Park/data=!4m2!3m1!1s0x88076b09e9bb0cc5:0xc3dff582d677d7c3,,
Deception Pass Camp,,https://www.google.com/maps/place/Deception+Pass+Camp/data=!4m2!3m1!1s0x548f8a052ceafc23:0x1ce575b3c40c1943,,
Jumbo Rocks Campground,,https://www.google.com/maps/place/Jumbo+Rocks+Campground/data=!4m2!3m1!1s0x80daeb3f34d9f931:0xf8fd7aaf5b634204,,
Sage Creek Campground,,https://www.google.com/maps/place/Sage+Creek+Campground/data=!4m2!3m1!1s0x877dc7bfcb0a175b:0x563cee60ec824617,,
Molly Stark State Park,,https://www.google.com/maps/place/Molly+Stark+State+Park/data=!4m2!3m1!1s0x89e0e6b3bf7fea81:0x822f9c6863e4ffd7,,
Lake St. Catherine State Park,,https://www.google.com/maps/place/Lake+St.+Catherine+State+Park/data=!4m2!3m1!1s0x89e01312ab0e96e5:0xb2febe9c1cca962d,,
Emerald Lake State Park,,https://www.google.com/maps/place/Emerald+Lake+State+Park/data=!4m2!3m1!1s0x89e0434c0495e09b:0xbd3bc0286be21125,,
Coolidge State Park,,https://www.google.com/maps/place/Coolidge+State+Park/data=!4m2!3m1!1s0x89e1d2c55bfae42f:0x7fd533a311686d86,,
Jamaica State Park,,https://www.google.com/maps/place/Jamaica+State+Park/data=!4m2!3m1!1s0x89e0544c283665b3:0xdcca4bd16aa64e8e,,
Pine Grove Furnace State Park,,https://www.google.com/maps/place/Pine+Grove+Furnace+State+Park/data=!4m2!3m1!1s0x89c9040deaaaaaab:0xff06e8ebff6f3fdb,,
Weiser State Forest (Halderman Tract) Campsite H4 Tract),,https://www.google.com/maps/place/Weiser+State+Forest+(Halderman+Tract)+Campsite+H4+Tract)/data=!4m2!3m1!1s0x89c8b50022d298a7:0x922bbf76bcaaf5e6,,
Weiser State Forest Greenland Tract,,https://www.google.com/maps/place/Weiser+State+Forest+Greenland+Tract/data=!4m2!3m1!1s0x89cf5231c0df2eb5:0x3a8ef88ecd3c068f,,
Locust Lake State Park Campground,,https://www.google.com/maps/place/Locust+Lake+State+Park+Campground/data=!4m2!3m1!1s0x89c595004715fe9b:0x412ee74093765a50,,
Frances Slocum State Park,,https://www.google.com/maps/place/Frances+Slocum+State+Park/data=!4m2!3m1!1s0x89c5182415c82627:0xf4b9361afa09ea4,,
Lackawanna State Park,,https://www.google.com/maps/place/Lackawanna+State+Park/data=!4m2!3m1!1s0x89c4d60f6cdd35bd:0x9ce14cea6604d73f,,
Salt Springs State Park,,https://www.google.com/maps/place/Salt+Springs+State+Park/data=!4m2!3m1!1s0x89dadc9e18dc9f67:0xe72d7c8c64731815,,
Lake George Battleground State Campground,,https://www.google.com/maps/place/Lake+George+Battleground+State+Campground/data=!4m2!3m1!1s0x89dfc4531c62fca1:0x845e499dda36d00f,,
Robert Moses State Park - Thousand Islands,,https://www.google.com/maps/place/Robert+Moses+State+Park+-+Thousand+Islands/data=!4m2!3m1!1s0x4ccc3d8c94c045e1:0xcfcdee4dc933b8b1,,
Coles Creek State Park,,https://www.google.com/maps/place/Coles+Creek+State+Park/data=!4m2!3m1!1s0x4ccc48f87d5c8a55:0xd643129e0682c27f,,
Keewaydin State Park,,https://www.google.com/maps/place/Keewaydin+State+Park/data=!4m2!3m1!1s0x4ccd390e17ea9727:0x4ead1eaa2f00535a,,
Kring Point State Park,,https://www.google.com/maps/place/Kring+Point+State+Park/data=!4m2!3m1!1s0x4ccd3c3210f9c567:0xd6424d47d45dfb30,,
Jacques Cartier State Park,,https://www.google.com/maps/place/Jacques+Cartier+State+Park/data=!4m2!3m1!1s0x4ccd0557c7223abb:0xba16db8a823e82e0,,
Dewolf Point State Park,,https://www.google.com/maps/place/Dewolf+Point+State+Park/data=!4m2!3m1!1s0x4ccd387000000001:0x27a12ec56b4f0682,,
Wellesley Island State Campground,,https://www.google.com/maps/place/Wellesley+Island+State+Campground/data=!4m2!3m1!1s0x4ccd47f9159c3281:0x2104c8e0e550b284,,
Grass Point State Park,,https://www.google.com/maps/place/Grass+Point+State+Park/data=!4m2!3m1!1s0x4ccd378adada40d9:0xacb82c2160ab45c0,,
Southwick Beach State Park,,https://www.google.com/maps/place/Southwick+Beach+State+Park/data=!4m2!3m1!1s0x89d83bb9a73cf5f7:0x890e5f7f9df3f6d4,,
Fair Haven Beach State Park,,https://www.google.com/maps/place/Fair+Haven+Beach+State+Park/data=!4m2!3m1!1s0x89d769b53c33b2c9:0x6df292eaf149450f,,
Hamlin State Park Campground,,https://www.google.com/maps/place/Hamlin+State+Park+Campground/data=!4m2!3m1!1s0x89d41d0046fff235:0x7c55f3f53f7e6af8,,
Four Mile Creek State Park,,https://www.google.com/maps/place/Four+Mile+Creek+State+Park/data=!4m2!3m1!1s0x89d49fe9c3190b03:0xd07514715e2c53e3,,
Evangola State Park Campground,,https://www.google.com/maps/place/Evangola+State+Park+Campground/data=!4m2!3m1!1s0x89d2d936d95351ab:0xc6aafb7866981472,,
Macomb Reservation State Park,,https://www.google.com/maps/place/Macomb+Reservation+State+Park/data=!4m2!3m1!1s0x4cca4f64197103c9:0xfc066420439cd635,,
Bowman Lake State Park,,https://www.google.com/maps/place/Bowman+Lake+State+Park/data=!4m2!3m1!1s0x89dbb49201d9fb73:0xc5fbd1fa120b83d2,,
Selkirk Shores State Park,,https://www.google.com/maps/place/Selkirk+Shores+State+Park/data=!4m2!3m1!1s0x89d9ccb3e1409c23:0x2a065101717cc440,,
Oquaga Creek State Park,,https://www.google.com/maps/place/Oquaga+Creek+State+Park/data=!4m2!3m1!1s0x89db0a6a660dc765:0xe0496e18cd701f8,,
Gilbert Lake State Park,,https://www.google.com/maps/place/Gilbert+Lake+State+Park/data=!4m2!3m1!1s0x89dbf21ff5691215:0x6480465a153be2b0,,
Glimmerglass State Park,,https://www.google.com/maps/place/Glimmerglass+State+Park/data=!4m2!3m1!1s0x89dea9fa5e5d641d:0xa33e4de9489de52f,,
Delta Lake State Park,,https://www.google.com/maps/place/Delta+Lake+State+Park/data=!4m2!3m1!1s0x89d917383be3de05:0x1dcf7c600b559a37,,
Chenango Valley State Park,,https://www.google.com/maps/place/Chenango+Valley+State+Park/data=!4m2!3m1!1s0x89dafbd97564b213:0xd4a598584b6ee140,,
Green Lakes State Park,,https://www.google.com/maps/place/Green+Lakes+State+Park/data=!4m2!3m1!1s0x89d98e6455738c13:0x1c6de89abae65f43,,
Lake Erie State Park,,https://www.google.com/maps/place/Lake+Erie+State+Park/data=!4m2!3m1!1s0x882d344de56a20f9:0x11f9df11937d75ac,,
Verona Beach State Park,,https://www.google.com/maps/place/Verona+Beach+State+Park/data=!4m2!3m1!1s0x89d9756002539141:0x1ab4b3c3a5a22418,,
Oneida Shores County Park,,https://www.google.com/maps/place/Oneida+Shores+County+Park/data=!4m2!3m1!1s0x89d9eac377eebab3:0x4bd250a04874e30f,,
Cedar Point State Park,,https://www.google.com/maps/place/Cedar+Point+State+Park/data=!4m2!3m1!1s0x4ccd463cf4925781:0x889b55e2da747b1e,,
Burnham Point State Park,,https://www.google.com/maps/place/Burnham+Point+State+Park/data=!4m2!3m1!1s0x89d808043a5f4a75:0xdc2eb178c734f47a,,
